query_id,doc_id,is_relevant,cosine,dot_product,l2_distance
660,1215116,True,0.6138627529144287,0.6138627529144287,0.8787915110588074
660,41496215,False,0.407035231590271,0.4070351719856262,1.0890039205551147
660,32177659,False,0.4476718306541443,0.4476718306541443,1.0510263442993164
660,13702924,False,0.5003589391708374,0.5003589391708374,0.9996410608291626
660,2048139,False,0.5253419280052185,0.5253418684005737,0.9743285775184631
1362,8290953,True,0.5840904116630554,0.5840904116630554,0.9120411276817322
1362,22025252,False,0.4899386763572693,0.48993873596191406,1.0100113153457642
1362,154763124,False,0.44160112738609314,0.4416011869907379,1.0567866563796997
1362,10795340,False,0.4770801365375519,0.47708019614219666,1.0226631164550781
1362,17119869,False,0.4983300566673279,0.4983300566673279,1.0016685724258423
185,18340282,True,0.674860417842865,0.674860417842865,0.8063989877700806
185,11335860,False,0.5317294597625732,0.5317294597625732,0.9677507281303406
185,4702639,False,0.5476321578025818,0.547632098197937,0.9511760473251343
185,36288526,False,0.44491758942604065,0.44491758942604065,1.0536437034606934
185,6826636,False,0.4819962978363037,0.48199623823165894,1.017844557762146
743,32159283,True,0.7768362760543823,0.7768362164497375,0.6680775284767151
743,6082738,False,0.5176172852516174,0.5176172256469727,0.9822247624397278
743,13798951,False,0.5105604529380798,0.5105603933334351,0.9893832206726074
743,38784540,False,0.5017560124397278,0.501755952835083,0.9982424974441528
743,11291348,False,0.530083179473877,0.530083179473877,0.9694501757621765
1359,11614737,True,0.8664330840110779,0.8664330244064331,0.5168502330780029
1359,6144969,False,0.45008978247642517,0.4500897526741028,1.0487233400344849
1359,27024392,False,0.5539448857307434,0.5539448261260986,0.9445160031318665
1359,43192375,False,0.4688783288002014,0.4688783288002014,1.0306519269943237
1359,25440070,False,0.5408949255943298,0.5408949255943298,0.9582329392433167
